"","docid","x","y","topicid","topicid_orig","label_x","label_y","title","contributor1","publishername","cover_url","concept","description","calais"
"334",10104630,-0.0466927286674299,0.0389433838512442,4,2,"Finance","Financial management","Economics for Financial Markets","Kettel, Brian","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/0750653841.jpg","business cycle diffusion macroeconomics financial market volatility whad","Successful trading, speculating or simply making informed decisions about financial markets means it is essential to have a firm grasp of economics. Financial market behaviour revolves around economic concepts, however the majority of economic textbooks do not tell the full story. To fully understand the behaviour of financial markets it is essential to have a model that enables new information to be absorbed and analysed with some predictive implications. That model is provided by the business cycle.  Economics for Financial Markets' takes the reader from the basics of financial market valuation to a more sophisticated understanding of the actions that traders take which ultimately drives the volatility in the financial markets.  The author shows traders, investment managers, risk managers and finance professionals how to distil the flow of information and show what needs to be concentrated on, covering topics such as:   Why are financial markets subject to economic fashions?  How has the New Economy changed financial market behaviour?  Does the creation of the euro fundamentally change the behaviour of the currency markets?","Foreign exchange market Financial crises Financial market Fundamental analysis Market Economic bubble Finance Speculation Financial economics Macro risk"
"335",10109517,0.0603543726230371,0.100627361197397,5,3,"Economics","Economics theory","Handbook of International Trade Volume II : Economic and Legal Analyses of Trade Policy and Institutions","Choi, Eun Kwan","Blackwell Publishing","http://static.cyberlibris.fr/books_upload/136pix/0631211616_vol2.jpg","cross antitrust endogenous foreign direct investment","This second volume of the Handbook of International Trade focuses on the economic and legal analysis of international laws and institutions as they impact trade. Containing chapters written by both economic and legal scholars, this volume encourages cross-discipline discussion with writing that is accessible to those approaching the material from any background. Central issues to those studying international trade are addressed, including:  labor, environmental rights, and preferential trade agreements antitrust policy patent rights trade liberalization foreign direct investment.","International trade Commercial policy Free trade Competition law Regional integration Trade agreement Global Environment and Trade Study International investment agreement"
"336",10109521,-0.0338323775038251,0.090907838358189,6,3,"Economics","Mathematical economics","Computational Finance","Levy, George","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/0750657227.jpg","black scholes dynamic link libraries european american finite difference greeks mathematical finance multivariate normal distribution option pricing european options","Computational Finance presents a modern computational approach to mathematical finance within the Windows environment, and contains financial algorithms, mathematical proofs and computer code in C/C++. The author illustrates how numeric components can be developed which allow financial routines to be easily called by the complete range of Windows applications, such as Excel, Borland Delphi, Visual Basic and Visual C++. These components permit software developers to call mathematical finance functions more easily than in corresponding packages.  Although these packages may offer the advantage of interactive interfaces, it is not easy or computationally efficient to call them programmatically as a component of a larger system. The components are therefore well suited to software developers who want to include finance routines into a new application. Typical readers are expected to have a knowledge of calculus, differential equations, statistics, Microsoft Excel, Visual Basic, C++ and HTML. A CD-ROM is included which contains: working computer code, demonstration applications and also pdf versions of several research articles.","Mathematical finance Econometrics software Options Econometrics Actuarial science Autoregressive conditional heteroskedasticity Computational finance Computational mathematics Black–Scholes model Mathematica Microsoft Excel NumXL"
"337",10116756,-0.125208970750019,-0.0323903145543913,3,2,"Finance","Risk","Risk Management, Speculation, and Derivative Securities","Poitras, Geoffrey","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/0125588224.jpg","mathematics money market risk management","Its unified treatment of derivative security applications to both risk management and speculative trading separates this book from others. Presenting an integrated explanation of speculative trading and risk management from the practitioner's point of view, Risk Management, Speculation, and Derivative Securities is the only standard text on financial risk management that departs from the perspective of an agent whose main concerns are pricing and hedging derivatives. A fter offering a general framework for risk management and speculation using derivative securities, it explores specific applications to forward contracts and options. Not intended as a comprehensive introduction to derivative securities, Risk Management, Speculation, and Derivative Securities is the innovative, useful approach that addresses new developments in derivatives and risk management.","Financial markets Derivative Futures contract Speculation Arbitrage Forward contract Financial risk Option Book:Risk Management in Finance Book:Financial Derivatives"
"338",10116765,0.0355548293525775,-0.0857250376975216,2,1,"Business","Strategy - Marketing","Project Management for the 21st Century Ed. 3","Lientz, Bennet P.","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/012449983x.jpg","intranets project management","""The challenge of managing projects is to combine the technology of the future with lessons from the past. In the Third Edition of Project Management for the 21st Century, noted authors Bennet Lientz and Kathryn Rea provide a modern, proven approach to project management. Properly applied without massive administrative overhead, project management can supply structure, focus, and control to drive work to success.  Third Edition revisions include: 35% new material; three new chapters on risk management, international and multinational projects, project culture; entire text rewritten to take advantage of the Web and Internet tools; new appendix covering web sites; additional materials on """"what to do next""""; more feedback from readers and lessons learned.""","Project management Management Lessons learned Program management"
"339",10116782,-0.0453284869973134,0.0174791245839263,4,2,"Finance","Financial management","IPOs and Equity Offerings","Geddes, Ross","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/0750655380.jpg","american depository receipts ipos marketing research plenty international","An initial public offering (IPO) is one of the most significant events in corporate life. It follows months, even years of preparation. During the boom years of the late 1990s bull market, IPOs of growth companies captured the imagination and pocketbooks of investors like never before. This book goes behind the scenes to examine the process of an offering from the decision to go public to the procedures of a subsequent equity offering.  The book is written from the perspective of an experienced investment banker describing the hows and whys of IPOs and subsequent equity issues. Each aspect of an IPO is illustrated with plenty of international examples pitched alongside relevant academic research to offer a combination of theoretical rigour and practical application.  Topics covered are:   the decision to go public  legal and regulatory aspects of an offering marketing and research valuation pricing allocations of shares to investors  examination of fees and commissions","Stock market Corporate finance Financial markets Initial public offering Public offering Offering Secondary market offering Valuation"
"340",10116793,-0.0719213730252152,-0.0119612242720195,4,2,"Finance","Financial management","CFROI Valuation","Madden, Bartley","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/0750638656.jpg",NA,"What generates shareholder value? How can it be evaluated? How can it influence investment decisions and corporate strategy?  Cash Flow Return On Investment answers all these questions by detailing the pioneering financial research carried out by HOLT Value Associates, the leading consultancy in the field. Read this book if you want to find out what really drives the wealth generation in any business, allowing you to pick which equities will succeed and which strategic initiatives are destined for high returns.  The CFROI model is an essential tool for professionals working in finance and corporate strategy. It clarifies how economic value is created in a firm and acts as a reliable guide to: * making investment decisions * taking key strategic decisions * understanding economic value.","Financial markets Stock market Financial ratios Mathematical finance Management Valuation Finance Strategic management Fundamental analysis Rate of return"
"341",10116807,0.0582936518046838,-0.0850504334178547,2,1,"Business","Strategy - Marketing","Creating Powerful Brands in Consumer, Service and Industrial Markets Ed. 3","Chernatony, Leslie de","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/0750659807.jpg","brand management semiotics functionalism","This is the third edition of one of world's most respected and successful books on branding. Written by an internationally acclaimed branding expert and author of From Brand Vision to Brand Evaluation, it has been comprehensively revised and updated with a raft of new cases and examples. The book gives the professional and the student a deep understanding of the functioning and management of the modern brand and contains:   Powerful analysis of new areas such as e-branding and e-marketing  A completely new set of advertising and brand images to illustrate key points  A powerful analysis of the key drivers of brand value   There can be no doubt that the power of brands in the international marketplace is still growing, and that Creating Powerful Brands, third edition, can explain both why and how they work.  Comprehensive coverage of brand management  Applications orientated, yet grounded on solid theory  Frameworks organizing the principles of brand building","Brand management Marketing Communication design Graphic design Brand Positioning Brand architecture Touchpoint"
"342",10120325,-0.0506920378797783,0.00517566291273797,4,2,"Finance","Financial management","Business valuation : Proven Methods to Easily Determine the True Value of Your Business","Smith Linton, Heather","Adams Media","http://static.cyberlibris.fr/books_upload/136pix/1580629520.jpg","baby boomers financial statements","Assessing the value of your business can be a confusing and complicated task. Yet, it is an essential part of the process when evaluating assets in settlements and bequests, determining taxes, and buying or selling a business. With many baby boomers looking to sell or bequeath their small businesses at retirement, and the IRS auditing small businesses more aggressively, accurate valuation of a business has never been more critical.  Streetwise® Business Valuation shows you how to analyze key financial statements involved in the valuation process, compare valuation methods, and identify which valuation approach is best for your business.","Valuation Financial economics Financial accounting Business valuation Fundamental analysis Finance Discounted cash flow Real estate appraisal"
"343",10120332,-0.0930494875509685,-0.0399568660793943,3,2,"Finance","Risk","Introduction to Project Finance","Fight, Andrew","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/075065905x.jpg","bank department privatization rating scales reinsurance","""The term """"project finance"""" is now being used in almost every language in every part of the world. It is the solution to infrastructure, public and private venture capital needs. It has been successfully used in the past to raise trillions of dollars of capital and promises to continue to be one of the major financing techniques for capital projects in both developed and developing countries.  Project Finance aims to provide:   Overview of project finance  Understanding of the key risks involved in project finance and techniques for mitigating risk  Techniques for effective evaluation of project finance from both a financial and credit perspective   The author differentiates between recourse and non-recourse funding, tackles the issues of feasibility, identifies the parties normally involved with project finance plans, and details techniques for realistic cash flow preparation.""","Loans Financial services Credit risk Credit scoring Finance Bond Syndicated loan Credit rating agency Financial risk Export credit agency Project finance Subprime crisis background information"
"344",10120335,0.0932122410052505,-0.139268850508625,1,1,"Business","HR - Leadership","Human Resources Management : All the Information You Need to Manage Your Staff and Meet Your Business Objectives","Buhler, Patricia","Adams Media","http://static.cyberlibris.fr/books_upload/136pix/1580626998.jpg","human resources","Human resources management is critical to the success of any organization, particularly in today’s complex business environment. More and more often, managers and business owners—in addition to HR personnel—are charged with aspects of human resources management: recruitment, training and development, job analysis, corporate restructuring, compensation, and morale—to name a few. Lack of expertise can result in the loss of key staff, diminished productivity and profitability, or a lawsuit. Streetwise® Human Resources Management shows how to balance the needs of your employees with the objectives of your business.","Human resource management Human Resources Management Human resources Staffing Management Performance management Layoff Strategic human resource planning Book:Human Resource Management- Future 3"
"345",10120338,-0.0599068602927369,0.0438306414437383,4,2,"Finance","Financial management","Behavioral Approach to Asset Pricing","Shefrin, Hersh","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/0126393710.jpg","variance","A Behavioral Approach to Asset Pricing Theory examines the reigning assumptions of asset pricing theory and reconstructs them to incorporate findings from behavioral finance. It constructs a solid, intact structure that challenges classic assumptions and at the same time provides a strong theory and efficient empirical tools.  Building on the models developed by both traditional asset pricing theorists and behavioral asset pricing theorists, this book takes the discussion to the next step.  The author provides a general behaviorally based intertemporal treatment of asset pricing theory that extends to the discussion of derivatives, fixed income securities, mean-variance efficient portfolios, and the market portfolio. The book develops a series of examples to illustrate the theoretical results.","Mathematical finance Financial economics Financial markets Investment Finance Portfolio Capital asset pricing model"
"346",10120339,0.0429186234782493,-0.0956818616514127,2,1,"Business","Strategy - Marketing","Strategic Sports Event Management : An international approach","Masterman, Guy","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/0750659831.jpg","sydney olympics fifa olympic movement olympic oaths","The hosting of sports events, be they large international events or smaller niche interest events, has huge and long-lasting impacts on the local environment, economy and industry. Strategic Sports Event Management: An international approach provides students and event managers in the industry with an insight into the strategic management of sports events of all scales and nature.  The framework offers a planning process that can be used to firstly understand the importance of a strategic approach, and secondly how to implement strategies that can achieve successful sports events over the short and long-term.  Using international case studies such as the Sydney olympics 2000, Boardsurfing events in the UK, US and Australia, Manchester Commonwealth Games 2002, Salt Lake City Winter Olympics 2002 and Athen Olympics 2004, this text looks at:   The organisations involved such as the IOC, FIFA and IAAF, and their interactions with charities, the media and promoters.  The planning process; short term and long term benefits, and evaluations.  Operational strategies including IT, communications, equipments and personnel.","Management Strategic management Event management Marketing Market segmentation Integrated marketing communications Risk management Evaluation"
"347",10120343,0.00770722834451699,-0.0287299204610801,2,1,"Business","Strategy - Marketing","Managing Airports : An International Perspective","Graham, Anne","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/0750659173.jpg","airport privatization vienna","Approaching management topics from a strategic and commercial perspective rather than from an operational and technical angle, Managing Airports, second edition, provides an innovative insight into the processes behind running a successful airport. It contains examples and case studies from airports all over the world to aid understanding of the key topic areas and to place them in a practical context.  	The book:   		tackles the key airport management issues related to economic performance, marketing and service provision within the context of the industry's wider development   		systematically considers the impact that airports have on the surrounding community, from both an environmental and economic viewpoint  		analyses the contemporary trends towards privatization and globalization that are fundamentally changing the nature of the industry   	Accessible and up-to-date, Managing Airports second edition, is ideal for students, lecturers and researchers of transport and tourism, and practitioners within the air transport industry. Airport case studies include those from BAA, Vienna, Aer Rianta, Amsterdam, Australia and the USA.","Airport Dublin Airport Authority Environmental impact of aviation in the United Kingdom"
"348",10120344,0.0275170799320691,-0.0750637473051981,2,1,"Business","Strategy - Marketing","Project Management : How to Manage People, Processes, and Time to Achieve the Results You Need","Dobson, S. Michael","Adams Media","http://static.cyberlibris.fr/books_upload/136pix/1580627706.jpg","project management risk management","Project management is one of the hottest topics in business right now, and with good reason—over 2/3 of projects are completed behind schedule and over budget! What’s more, outside project management consultants can charge thousands of dollars for a mere consultation. Streetwise® Project Management is a thorough guide to project management for any business owner, department, or project manager. Unlike other introductory guides on the market which simplistically focus on the HR side of project management, Streetwise® Project Management covers key aspects such as:   Time management  Resource allocation  Quality control  Risk management  Controlling costs  Communications management   Streetwise® Project Management also explains project management methods, diagrams, software, evaluation, and review techniques—in an intelligent layperson’s style. Techniques for working with teams, conflict resolution, and negotiating office politics are also covered. Streetwise® Project Management will help you sidestep the issues that can potentially derail a project getting done on time and on budget.","Project management Project management software Gantt chart Risk management Management Program evaluation and review technique StreetWise Outline of project management"
"349",10120359,-0.0227635682415603,-0.00248566846142628,4,2,"Finance","Financial management","Designing World Class Corporate Strategies : Value Creating Roles for Corporate Centres","Ward, Keith","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/0750663685.jpg",NA,"Designing World Class Corporate Strategies considers the key role of corporate centres within very large, primarily multi-business organisations. At present, these corporate centres are under attack as not creating and value and merely adding cost to their groups. The authors have developed a corporate configurations model which demonstrates four ways in which corporate centres can add significant value. However this requires the centre to act in specific ways depending on the external environment in which the group is operating.  Designing World Class Corporate Strategies is highly readable, with a large number of illustrative examples included in the text. Academic references and theoretical underpinnings are placed in the final chapter of the book, so that the book is focused on the professional market for strategy and creating value.",NA
"350",10120365,0.0743128072540615,-0.165092108785961,2,1,"Business","Strategy - Marketing","Strategic Operations Management","Brown, Steve","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/0750663197.jpg","process management enterprise resource planning knowledge management operations management process engineering resonance unit operations","This is a substantial new edition of a successful textbook which continues to have a sensible and 'easy to read' style. Each Chapter has a past/present/future theme with a real strategic approach. Strategic Operations Management shows operations as combining products and services into a complete offer for the customer. Services are therefore seen as key and are integrated throughout the material in each chapter. Manufacturing, service supply and other key factors are all shown to be in place.  In an era where companies are fond of talking about core competences but still struggle to understand their operations, this is an important for academics and practitioners alike. Only when managers understand their operations will they be able to leverage them into any sort of capabilities that will lead to competitive advantage.","Management Supply chain management Manufacturing Operations management Supply chain Service management Innovation Strategic management"
"351",10120374,0.0603873524345234,-0.0678438144168234,2,1,"Business","Strategy - Marketing","Managing Innovation  : New Technology, New Products, and New Services in a Global Economy Ed. 2","Ettlie, John E.","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/075067895x.jpg","askmen information technology sustainability","Managing Innovation: New Technology, New Products, and New Services in a Global Economy, 2nd Edition is devoted to providing a better understanding and better management of all of the causes and consequences of change that have technological implications in and around our global organizations. This text is a unique, original contribution and represents a significant alternative to the collection of chapters written by others.  The second edition has new cases with a few classics from the first edition that have been retained in response to reader feedback. The key subjects that are included have been significantly updated and treated in greater depth. The number of chapters has been reduced from 12 to 10 so it is easy to adapt to almost any course or training on the subject in any discipline or to any audience.  This exceptionally informative book provides a broad perspective on how technological change can be effectively managed in modern organizations. The text explains the conceptual frameworks supported by new and original case studies for start-up companies like Askmen.com, the complex challenges of managing international technology-based companies like NexPress (a joint venture of Kodak and Heidelberg) in the digital printing industry, and corporate sustainability using innovative new product technologies illustrated by the case of Evinrude's launch of the E-tec outboard motor.  John E. Ettlie's three decades in the field of innovation as an instructor and researcher bring an exceptional perspective to this subject. His text is unique in its discussion of how technology has transformed the service sector. Few books on technology make the distinction between new offerings in manufacturing and the service sector which is emphasized in this text.","Design Innovation economics Innovation Management"
"352",10120379,-0.0549237205923252,0.0489681951182707,4,2,"Finance","Financial management","Private Real Estate Investment : Data Analysis and Decision Making","Brown, Roger J.","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/0121377512.jpg","capitalization rate comparative statics irrational exuberance location theory plodder certainty equivalent roger brown utility function","Fiduciary responsibilities and related court-imposed liabilities have forced investors to assess market conditions beyond gut level, resulting in the development of sophisticated decision-making tools.  Roger Brown's use of historical real estate data enables him to develop tools for gauging the impact of circumstances on relative risk. His application of higher level statistical modeling to various aspects of real estate makes this book an essential partner in real estate research.  Offering tools to enhance decision-making for consumers and researchers in market economies of any country interested in land use and real estate investment, his book will improve real estate market efficiency. With property the world's biggest asset class, timely data on housing prices just got easier to find and use.","Real estate Loans Corporate finance Capitalization rate Hard money loan Mortgage loan Real estate appraisal Discounted cash flow Finance Gross Rent Multiplier FinestExpert.com Real estate investing"
"353",10120383,-0.00970568033246063,-0.0742536194493322,2,1,"Business","Strategy - Marketing","Events Management Ed. 2","Bowdin, Glenn","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/0750665335.jpg","cheltenham edinburgh international festival edinburgh international book festival eurostar itma love parade skybridge thunderbirds tsunami relief cardiff","Events Management second edition provides an introduction to the principles and practices associated with planning, managing and staging events. The book:   Introduces the key concepts of event planning and management  Discusses the key components for staging an event, and covers the whole process from creation to evaluation  Examines the events industry within its broader business context  Provides an effective guide for producers of events  Contains learning objectives and review questions to consolidate learning   Now in its second edition, this successful text has been fully revised and updated to include new case studies and chapters on event tourism, project management of events, strategic marketing, and issues and trends. It is full of real-life case studies which illustrate key concepts and place theory in a practical context. Examples include the Edinburgh International Festival, Glastonbury Festival, Vodafone Ball, MTV Awards, Notting Hill Carnival, T in the Park and the Daily Mail Ideal Home Show.  Events Management is the must-have introductory text providing a complete A-Z of the principles and practices associated with planning, managing and staging events.  Events Management is supported by a website (http://em.worldofevents.net) which includes updates, downloadable figures form the book and an online ‘history of events’, together with links to websites and other resources for both students and lecturers.","Management Logistics Systems engineering Actuarial science Security Event management Risk management Integrated marketing communications"
"354",10120387,0.0497916005254014,-0.0718598903155354,2,1,"Business","Strategy - Marketing","Total Integrated Marketing","Hulbert, James M.","Free Press","http://static.cyberlibris.fr/books_upload/136pix/0684848678.jpg","capon department","Why are some companies able to focus on the important points, while others fight internal battles, obsess over trivia, and let opportunities pass them by? According to Hulbert, Capon, and Piercy, when companies succeed it is often because every single person in every department -- from Sales to Human Resources to Finance -- has one paramount goal: to win and keep customers. Many of today's companies, however, have not heeded this crucial message. When they falter, it is often due to the fact that different departments report to different executives: then short-term goals like sales drive out the long-term necessity of marketing. Despite lip service to the contrary, the marketing departments of most companies often fail to reach their most important customers. Drawing on their combined experience of three-quarters of a century advising corporations, Hulbert, Capon, and Piercy argue that marketing must be dragged out of the marketing department. Indeed, it must become the top priority of the CEO, who automatically sets the tone for the entire company.  	The solution, the authors demonstrate, is to integrate the marketing imperative into every function of a corporation: finance, operations, sales, R&D, customer service, and human resources. This total marketing strategy has proven hugely successful for companies such as Intel, Canadian Pacific Hotels, Safeway, and Toyota.  Total Integrated Marketing provides an essential framework for designing and managing change so that companies can outperform their rivals. Containing a wealth of marketing tips and innovations easily adapted to any business, this is essential reading for all managers concerned about the future of their companies.","Marketing Marketing operations Sales Integrated marketing communications Product marketing Draft:Nigel Piercy"
"355",10120390,-0.0479666683909373,-0.00915555928155858,4,2,"Finance","Financial management","Mergers, Acquisitions, and Other Restructuring Activities Ed. 3","DePamphilis, Donald","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/0123694035.jpg",NA,"Dr. Donald DePamphilis explains the real-world of mergers, acquisitions, and restructuring based on his academic knowledge and personal experiences with over 30 such deals himself. The 77 case studies span every industry and countries and regions worldwide show how deals are done rather than just the theory behind them, including cross-border transactions.","Corporate finance Investment banks Human resource management Mergers and acquisitions"
"356",10123326,0.0351158892788502,-0.0583455957829595,2,1,"Business","Strategy - Marketing","Brand Portfolio Strategy : Creating Relevance, Differentiation, Energy, Leverage, and Clarity","Aaker, David A.","Free Press","http://static.cyberlibris.fr/books_upload/136pix/0743249380.jpg","brand extension explorer sony","In this long-awaited book from the world's premier brand expert and author of the seminal work Building Strong Brands, David Aaker shows managers how to construct a brand portfolio strategy that will support a company's business strategy and create relevance, differentiation, energy, leverage, and clarity. Building on case studies of world-class brands such as Dell, Disney, Microsoft, Sony, Dove, Intel, CitiGroup, and PowerBar, Aaker demonstrates how powerful, cohesive brand strategies have enabled managers to revitalize brands, support business growth, and create discipline in confused, bloated portfolios of master brands, subbrands, endorser brands, co-brands, and brand extensions.  	Aaker offers readers step-by-step advice on what to do when confronting scenarios such as the following:   		Brands are underleveraged  		The business strategy is at risk because of inadequate brand platforms  		The business faces a relevance threat caused by emerging subcategories  		The firm's brands are tired and bland  		Strategy is paralyzed by a lack of priority among the brands  		Brands are cluttered and confusing to both customers and employees  		The firm needs to move into the super-premium or value arenas to create margin or sales volume  		Margin pressures require points of differentiation   	Renowned brand guru Aaker demonstrates that assuring that each brand in the portfolio has a clear role and actively reinforces and supports the other portfolio brands will profoundly affect the firm's profitability. Brand Portfolio Strategy is required reading not only for brand managers but for all managers with bottom-line responsibility to their shareholders.","Brand management David Aaker Brand extension Brand Store brand"
"357",10123337,-0.187576139959154,-0.0259130888393752,3,2,"Finance","Risk","Hedge Fund Investment Management","Nelken, Izzy","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/0750660074.jpg","asset swaps cayman islands convertible bonds bear market mutual funds sharpe ratios structured products","""There has been a tremendous growth in the Hedge Fund industry in recent years. It is estimated that there are more than 8000 Hedge Funds in the US alone. They have grown in popularity since the bear market of the early 2000s which convinced many people that they cannot just own stocks outright or inside mutual funds. Most investors understand mutual funds. They understand that the manager selects stocks and buys them. They also understand why they made (or lost) money in their mutual fund investments. T he same thing cannot be said about Hedge Funds which come in a variety of flavors. Even savvy investors are often hard pressed to explain the sources of return on their Hedge Funds. This book should be read by anyone who has invested in, or is considering an investment in, a Hedge Fund and also by anyone who is considering starting one.  The book explains the different types of funds as well as covering the key issues in every type of Hedge Fund. This book covers the entire gamut of the Hedge Fund industry. The authors explain the different styles of Hedge Funds (e.g. market neutral, convertible bond arbitrage, fixed income arbitrage and many more) and include a summary for each style of fund. The book also explains what a """"fund of funds"""" is, and covers the recently introduced capital guarantees and describes the capital preservation concerns that are faced by investors.""","Investment Institutional investors Hedge fund Hedge funds Market neutral Mutual fund Hedge Ezra Zask Hedge fund replication"
"358",10123349,0.0368709859348316,-0.0920396743580072,2,1,"Business","Strategy - Marketing","Strategy Safari","Mintzberg, Henry","Free Press","http://static.cyberlibris.fr/books_upload/136pix/0684847434.jpg","elephant","Strategy making is considered the high point of managerial activity. But bombarded by fads and fixes, most managers have been groping blindly to get their arms around the proverbial elephant. Now Henry Mintzberg, author of the award-winning The Rise and Fall of Strategic Planning, has teamed up with Bruce Ahlstrand and Joseph Lampel to create a powerful antidote: a comprehensive and illuminating -- as well as colorful -- tour through the fields of strategic management. Mintzberg, Ahlstrand, and Lampel have shaped each of ten different approaches into a coherent school of strategy formation. In the process, the authors clarify the enormous amount of confusion that exists.  	The result is a tour de force: a brilliant, penetrating primer on business strategy that is, at the same time, immensely readable and fun. The authors provide a thorough critique of the contributions and limitations of each school -- from the design, planning, positioning, entrepreneurial, and cognitive schools to the learning, power, cultural, environmental, and configurational schools -- culminating in how they might combine to reveal that elephant.  	Unique, insightful, and essential, Strategy Safari is the indispensable guide for the creative manager.","Strategic management Management Henry Mintzberg Strategy Bruce Ahlstrand Systems thinking Strategic planning"
"359",10123361,0.0159196145233379,-0.0286177405621013,2,1,"Business","Strategy - Marketing","International Business Negotiations Ed. 2","Ghauri, Pervez N.","Emerald Group Publishing Limited","http://static.cyberlibris.fr/books_upload/136pix/0080442935.jpg","cross","Today there is hardly any company that can claim that it is not involved in international business (IB). A huge body of literature is available on international business, but there are very few publications on the most important aspect of IB, namely negotiations. The purpose of this book is to enhance our understanding about the impact of culture and communication on international business negotiations. Consequently to explore the problems faced by Western managers while doing business abroad and provide some guidelines for international business negotiations. The book is divided in four parts. The first part explains the nature of international business negotiations. The second part deals with culture and its aspect on international business and negotiations. Part three discusses negotiations for different type of businesses and finally, part four provides insightful examples from different parts of the world and provides concrete guidelines to handle cross-cultural negotiations.","International business"
"360",10126354,0.042832654319972,-0.071002678389942,2,1,"Business","Strategy - Marketing","Global Logistics Management  : A Competitive Advantage for the 21st Century Ed. 2","Gourdin, Kent N.","Blackwell Publishing","http://static.cyberlibris.fr/books_upload/136pix/1405127139.jpg","computer networks radio frequency identification","This second edition of Global Logistics Management has been thoroughly revised and updated, and new examples have been added reflecting recent developments in the field. This new edition:  Helps readers to understand and appreciate the power of managing logistics for profit and competitive advantage  Educates readers about the nature of individual logistics activities and how they can be woven together  Contains a global focus throughout, with examples drawn from various parts of the world  Has been thoroughly revised and updated throughout to keep it current  Now includes new examples reflecting recent developments and current preoccupations, including security and global instability.","Supply chain management Logistics Third-party logistics Supply chain Materials management Warehouse Packaging and labeling Inventory Logistics engineering"
"361",10126355,-0.0887235773049515,0.0319695129857033,4,2,"Finance","Financial management","Global Corporate Finance Ed. 6","Kim, Suk H.","Blackwell Publishing","http://static.cyberlibris.fr/books_upload/136pix/140511990x.jpg","bank comparative advantage daimlerchrysler european monetary union exchange rate foreign direct investment free trade gillette interbank market international monetary fund korea navistar tiaa cref vietnamese","This book explores the future of the financial services industry, giving readers an idea of the kinds of institutions and services that will survive in the early twenty-first century.   An informative and provocative exploration of the future of the financial services industry.  Focuses on likely changes in the near future, such as greater use of the Internet for banking transactions and the increasing globalization of financial services.  Points to the probable disappearance of the insurance sector as a separate industry.  Describes changing conditions in key financial centres, especially the US, the UK, Germany, Japan and Switzerland.","Foreign exchange market International finance Financial economics International trade Global financial system Swap Finance Corporate finance Futures contract Derivative Foreign exchange risk Foreign direct investment"
"362",10126364,0.0276563248006576,-0.0232008568117369,2,1,"Business","Strategy - Marketing","The Ethics of Executive Compensation","Kolb, Robert","Blackwell Publishing","http://static.cyberlibris.fr/books_upload/136pix/1405133414.jpg","colorado corporate social responsibility corporate capitalism michael potts virtue ethics","The first volume in the Leeds School Series on Business & Society, this collection of lectures demonstrates the valuable results of a timely exchange of ideas regarding the nature of executive compensation.   Includes discussions across academic disciplines, perspectives, and intellectual orientations on the oft-debated topic of executive compensation.  Gathers for the first time a series of lectures delivered at the 2004 Japha Symposium at the University of Colorado.  Provides the reader with insight into the fundamental problems from a social and ethical perspective, and proposes a myriad of possible solutions.","Employment compensation Management Executive compensation Recruitment"
"363",10126375,0.0337437687527132,-0.0504941516925376,1,1,"Business","HR - Leadership","Managers of Innovation : Insights into Making Innovation Happen","Storey, John","Blackwell Publishing","http://static.cyberlibris.fr/books_upload/136pix/140512461x.jpg","anarchy austria france packard","""Innovation is increasingly identified as the critical factor in ensuring economic competitiveness. Departments of state and quasi-governmental organizations in many countries including, Austria, Australia, Canada, France, Germany, The Netherlands, Sweden and the UK, have issued reports and calls to action; but implementation will continue to be problematic unless the points made in this book are taken into account.Drawing on 350 in-depth interviews with senior managers, this book presents an original theory about the characteristics of managers in """"good innovative organizations"""" and """"poor innovative organizations"""". It pays close attention to the attitudes, understandings, assumptions and interpretations of managers, who are often the ultimate decision-makers when it comes to innovation. The text is supported by real-life, internationally-known cases such as Hewlett-Packard, Zeneca and the BBC, as well as voluntary sector cases such as Oxfam. It is also enriched by substantial and highly revealing quotations from senior managers themselves.""","Design Innovation Management"
